,Player,Team,Country,Assists p90,xA p90,Mins
1485,Liam Henderson,Empoli,it ITA,0.13,0.17,689
1486,Filippo Bandinelli,Empoli,it ITA,0.15,0.12,597
1487,Patrick Cutrone,Empoli,it ITA,0.0,0.07,586
1488,Nedim Bajrami,Empoli,it ITA,0.16,0.19,563
1489,Mattia Viti,Empoli,it ITA,0.0,0.0,540
1490,Ardian Ismajli,Empoli,it ITA,0.0,0.0,535
1491,Federico Di Francesco,Empoli,it ITA,0.0,0.09,517
1492,Szymon Żurkowski,Empoli,it ITA,0.19,0.07,467
1493,Sebastiano Luperto,Empoli,it ITA,0.0,0.01,462
1494,Simone Romagnoli,Empoli,it ITA,0.0,0.03,405
1495,Leonardo Mancuso,Empoli,it ITA,0.0,0.11,366
1496,Leo Štulac,Empoli,it ITA,0.49,0.11,364
1497,Lorenzo Tonelli,Empoli,it ITA,0.0,0.02,319
1498,Fabiano Parisi,Empoli,it ITA,0.63,0.02,142
1499,Riccardo Fiamozzi,Empoli,it ITA,0.0,0.07,94
1500,Kristjan Asllani,Empoli,it ITA,0.0,0.34,53
1501,Andrea La Mantia,Empoli,it ITA,0.0,0.31,26
1502,Giovanni Crociata,Empoli,it ITA,0.0,0.0,15
1503,Tommaso Baldanzi,Empoli,it ITA,0.0,0.0,0
1504,Alberto Brignoli,Empoli,it ITA,0.0,0.0,0
1505,Simone Canestrelli,Empoli,it ITA,0.0,0.0,0
1506,Emmanuel Ekong,Empoli,it ITA,0.0,0.0,0
1507,Jacopo Furlan,Empoli,it ITA,0.0,0.0,0
1508,Klemen Hvalič,Empoli,it ITA,0.0,0.0,0
1509,Samir Ujkani,Empoli,it ITA,0.0,0.0,0
1510,Daniel Wass,Valencia,es ESP,0.08,0.05,1069
1511,Gonçalo Guedes,Valencia,es ESP,0.26,0.17,1049
1512,Gabriel Paulista,Valencia,es ESP,0.09,0.01,1015
1513,Omar Alderete,Valencia,es ESP,0.0,0.02,939
1514,Hugo Guillamón,Valencia,es ESP,0.0,0.03,861
1515,Dimitri Foulquier,Valencia,es ESP,0.11,0.02,824
1516,José Luis Gayà,Valencia,es ESP,0.12,0.05,756
1517,Maxi Gómez,Valencia,es ESP,0.12,0.13,740
1518,Jasper Cillessen,Valencia,es ESP,0.0,0.0,630
1519,Carlos Soler,Valencia,es ESP,0.29,0.18,621
1520,Hugo Duro,Valencia,es ESP,0.0,0.07,556
1521,Giorgi Mamardashvili,Valencia,es ESP,0.0,0.0,540
1522,Thierry Correia,Valencia,es ESP,0.0,0.13,401
1523,Uroš Račić,Valencia,es ESP,0.0,0.03,336
1524,Denis Cheryshev,Valencia,es ESP,0.29,0.09,314
1525,Maranhão,Valencia,es ESP,0.21,0.15,432
1526,Mouctar Diakhaby,Valencia,es ESP,0.0,0.0,386
1527,Hélder Costa,Valencia,es ESP,0.0,0.08,318
1528,Toni Lato,Valencia,es ESP,0.0,0.01,317
1529,Yunus Musah,Valencia,es ESP,0.0,0.19,370
1530,Jesus Vazquez,Valencia,es ESP,0.0,0.05,81
1531,Jason,Valencia,es ESP,0.0,0.17,75
1532,Manu Vallejo,Valencia,es ESP,0.0,0.1,90
1533,Koba Koindredi,Valencia,es ESP,0.0,0.0,30
1534,Rubén Sobrino,Valencia,es ESP,0.0,0.0,14
1535,Cristiano Piccini,Valencia,es ESP,0.0,0.0,9
1536,Pedro Alemañ,Valencia,es ESP,0.0,0.0,0
1537,Alejandro Blanco,Valencia,es ESP,0.0,0.0,0
1538,Alessandro Burlamaqui,Valencia,es ESP,0.0,0.0,0
1539,Cristian,Valencia,es ESP,0.0,0.0,0
1540,Jaume Doménech,Valencia,es ESP,0.0,0.0,0
1541,Hugo González,Valencia,es ESP,0.0,0.0,0
1542,José Menargues ,Valencia,es ESP,0.0,0.0,0
1543,Cristhian Mosquera,Valencia,es ESP,0.0,0.0,0
1544,Diego Noguerol,Valencia,es ESP,0.0,0.0,0
1545,César Tárrega,Valencia,es ESP,0.0,0.0,0
1546,Leandro Cabrera,Espanyol,es ESP,0.0,0.0,1170
1547,Diego López,Espanyol,es ESP,0.0,0.0,1170
1548,Adri Embarba,Espanyol,es ESP,0.17,0.17,1087
1549,Sergi Gómez,Espanyol,es ESP,0.0,0.0,1079
1550,Raúl de Tomás,Espanyol,es ESP,0.17,0.05,1049
1551,Pedrosa,Espanyol,es ESP,0.09,0.1,1035
1552,Sergi Darder,Espanyol,es ESP,0.18,0.16,988
1553,Óscar Gil,Espanyol,es ESP,0.0,0.02,751
1554,Aleix Vidal,Espanyol,es ESP,0.0,0.06,608
1555,Óscar Melendo,Espanyol,es ESP,0.0,0.11,395
1556,Manu Morlanes,Espanyol,es ESP,0.0,0.01,477
1557,David López,Espanyol,es ESP,0.0,0.08,390
1558,Nico Ribaudo,Espanyol,es ESP,0.0,0.04,495
1559,Keidi Bare,Espanyol,es ESP,0.19,0.15,466
1560,Landry Dimata,Espanyol,es ESP,0.0,0.06,360
1561,Javi Puado,Espanyol,es ESP,0.0,0.02,296
1562,Wu Lei,Espanyol,es ESP,0.0,0.08,274
1563,Fran Mérida,Espanyol,es ESP,0.0,0.02,140
1564,Loren Morón,Espanyol,es ESP,0.0,0.01,209
1565,Yangel Herrera,Espanyol,es ESP,0.0,0.07,173
1566,Dídac Vilà,Espanyol,es ESP,0.0,0.04,145
1567,Fernando Calero,Espanyol,es ESP,0.0,0.0,45
1568,Lluís Recasens,Espanyol,es ESP,0.0,0.0,45
1569,Gori,Espanyol,es ESP,0.0,0.0,9
1570,Álvaro Vadillo,Espanyol,es ESP,0.0,0.0,7
1571,Victor Perea,Espanyol,es ESP,0.0,0.0,4
1572,Rubén,Espanyol,es ESP,0.0,0.0,1
1573,Álvaro García,Espanyol,es ESP,0.0,0.0,0
1574,Joan García,Espanyol,es ESP,0.0,0.0,0
1575,Miguel Juan Llambrich,Espanyol,es ESP,0.0,0.0,0
1576,Oier Olazábal,Espanyol,es ESP,0.0,0.0,0
1577,Oliver Baumann,Hoffenheim,de GER,0.0,0.0,990
1578,Andrej Kramarić,Hoffenheim,de GER,0.55,0.36,983
1579,Kevin Vogt,Hoffenheim,de GER,0.11,0.02,804
1580,David Raum,Hoffenheim,de GER,0.11,0.25,792
1581,Stefan Posch,Hoffenheim,de GER,0.0,0.02,654
1582,Florian Grillitsch,Hoffenheim,de GER,0.0,0.01,657
1583,Kevin Akpoguma,Hoffenheim,de GER,0.15,0.12,582
1584,Christoph Baumgartner,Hoffenheim,de GER,0.0,0.11,558
1585,Ihlas Bebou,Hoffenheim,de GER,0.0,0.03,501
1586,Sebastian Rudy,Hoffenheim,de GER,0.0,0.07,529
1587,Dennis Geiger,Hoffenheim,de GER,0.19,0.14,474
1588,Jacob Bruun Larsen,Hoffenheim,de GER,0.0,0.13,432
1589,Chris Richards,Hoffenheim,de GER,0.17,0.0,538
1590,Diadie Samassékou,Hoffenheim,de GER,0.0,0.01,438
1591,Angelo Stiller,Hoffenheim,de GER,0.23,0.05,399
1592,Pavel Kadeřábek,Hoffenheim,de GER,0.0,0.27,316
1593,Sargis Adamyan,Hoffenheim,de GER,0.0,0.13,276
1594,Robert Skov,Hoffenheim,de GER,0.0,0.07,245
1595,Moanes Dabbur,Hoffenheim,de GER,0.0,0.11,179
1596,Georginio Rutter,Hoffenheim,de GER,0.23,0.25,394
1597,Mijat Gaćinović,Hoffenheim,de GER,0.0,0.0,110
1598,Marco John,Hoffenheim,de GER,0.0,0.0,39
1599,Melayro Bogarde,Hoffenheim,de GER,0.0,0.0,0
1600,Håvard Nordtveit,Hoffenheim,de GER,0.0,0.0,0
1601,Kasim Nuhu,Hoffenheim,de GER,0.0,0.0,0
1602,Philipp Pentke,Hoffenheim,de GER,0.0,0.0,0
1603,Luca Philipp,Hoffenheim,de GER,0.0,0.0,0
1604,Fabian Rüth,Hoffenheim,de GER,0.0,0.0,0
1605,Alex McCarthy,Southampton,eng ENG,0.0,0.0,990
1606,Valentino Livramento,Southampton,eng ENG,0.0,0.11,985
1607,Oriol Romeu,Southampton,eng ENG,0.0,0.04,937
1608,Mohammed Salisu,Southampton,eng ENG,0.0,0.02,954
1609,Adam Armstrong,Southampton,eng ENG,0.11,0.15,785
1610,James Ward-Prowse,Southampton,eng ENG,0.0,0.14,785
1611,Mohamed Elyounoussi,Southampton,eng ENG,0.0,0.06,687
1612,Jan Bednarek,Southampton,eng ENG,0.0,0.0,675
1613,Nathan Redmond,Southampton,eng ENG,0.28,0.28,638
1614,Che Adams,Southampton,eng ENG,0.16,0.2,572
1615,Kyle Walker-Peters,Southampton,eng ENG,0.0,0.2,535
1616,Romain Perraud,Southampton,eng ENG,0.0,0.03,435
1617,Moussa Djenepo,Southampton,eng ENG,0.0,0.04,409
1618,Jack Stephens,Southampton,eng ENG,0.0,0.04,396
1619,Theo Walcott,Southampton,eng ENG,0.0,0.01,252
1620,Ibrahima Diallo,Southampton,eng ENG,0.28,0.06,324
1621,Armando Broja,Southampton,eng ENG,0.0,0.29,255
1622,Stuart Armstrong,Southampton,eng ENG,0.0,0.17,125
1623,Nathan Tella,Southampton,eng ENG,0.0,0.0,84
1624,Lyanco,Southampton,eng ENG,0.0,0.0,36
1625,Shane Long,Southampton,eng ENG,0.0,0.0,17
1626,Fraser Forster,Southampton,eng ENG,0.0,0.0,0
1627,Yan Valery,Southampton,eng ENG,0.0,0.0,0
1628,Timo Horn,Köln,de GER,0.0,0.0,990
1629,Anthony Modeste,Köln,de GER,0.1,0.02,902
1630,Jonas Hector,Köln,de GER,0.4,0.2,900
1631,Rafael Czichos,Köln,de GER,0.0,0.01,866
1632,Benno Schmitz,Köln,de GER,0.33,0.27,811
1633,Dejan Ljubicic,Köln,de GER,0.0,0.1,727
1634,Florian Kainz,Köln,de GER,0.25,0.24,706
1635,Mark Uth,Köln,de GER,0.0,0.22,701
1636,Ondrej Duda,Köln,de GER,0.0,0.02,630
1637,Ellyes Skhiri,Köln,de GER,0.0,0.02,569
1638,Sebastian Andersson,Köln,de GER,0.18,0.05,494
1639,Jorge Meré,Köln,de GER,0.0,0.01,486
1640,Jan Thielmann,Köln,de GER,0.19,0.11,486
1641,Salih Özcan,Köln,de GER,0.0,0.07,461
1642,Luca Kilian,Köln,de GER,0.0,0.02,410
1643,Timo Hübers,Köln,de GER,0.0,0.0,218
1644,Kingsley Ehizibue,Köln,de GER,0.34,0.19,262
1645,Louis Schaub,Köln,de GER,0.73,0.26,123
1646,Tim Lemperle,Köln,de GER,0.0,0.08,69
1647,Kingsley Schindler,Köln,de GER,0.0,0.0,34
1648,Noah Katterbach,Köln,de GER,0.0,0.0,16
1649,Tomáš Ostrák,Köln,de GER,7.5,3.18,12
1650,Marvin Obuz,Köln,de GER,0.0,0.0,0
1651,Marvin Schwäbe,Köln,de GER,0.0,0.0,0
1652,Jonas Urbig,Köln,de GER,0.0,0.0,0
1653,Étienne Capoue,Villarreal,es ESP,0.0,0.0,891
1654,Gerónimo Rulli,Villarreal,es ESP,0.0,0.0,900
1655,Pau Torres,Villarreal,es ESP,0.0,0.01,810
1656,Yeremi Pino,Villarreal,es ESP,0.38,0.18,709
1657,Arnaut Groeneveld,Villarreal,es ESP,0.13,0.03,704
1658,Manu Trigueros,Villarreal,es ESP,0.0,0.09,657
1659,Raúl Albiol,Villarreal,es ESP,0.0,0.0,720
1660,Daniel Parejo,Villarreal,es ESP,0.13,0.13,710
1661,Juan Foyth,Villarreal,es ESP,0.0,0.05,680
1662,Aïssa Mandi,Villarreal,es ESP,0.0,0.0,630
1663,Pervis Estupiñán,Villarreal,es ESP,0.0,0.05,580
1664,Francis Coquelin,Villarreal,es ESP,0.16,0.08,559
1665,Alberto Moreno,Villarreal,es ESP,0.0,0.04,474
1666,Gerard Moreno,Villarreal,es ESP,0.0,0.12,380
1667,Boulaye Dia,Villarreal,es ESP,0.4,0.13,454
1668,Paco Alcácer,Villarreal,es ESP,0.53,0.4,341
1669,Alfonso Pedraza,Villarreal,es ESP,0.27,0.05,328
1670,Moi Gómez,Villarreal,es ESP,0.22,0.23,402
1671,Serge Aurier,Villarreal,es ESP,0.38,0.3,236
1672,Sergio Asenjo,Villarreal,es ESP,0.0,0.0,180
1673,Mario Gaspar,Villarreal,es ESP,0.0,0.19,166
1674,Vicente Iborra,Villarreal,es ESP,0.0,0.0,61
1675,Samuel Chukwueze,Villarreal,es ESP,0.0,0.15,178
1676,Dani Raba,Villarreal,es ESP,0.0,0.23,64
1677,Rubén Peña,Villarreal,es ESP,0.0,1.45,56
1678,Nicolas Jackson,Villarreal,es ESP,0.0,0.0,1
1679,Jorge Cuenca,Villarreal,es ESP,0.0,0.0,0
1680,Nikita Iosifov,Villarreal,es ESP,0.0,0.0,0
1681,Filip Jörgensen,Villarreal,es ESP,0.0,0.0,0
1682,José Fonte,Lille,fr FRA,0.14,0.05,1260
1683,Benjamin André,Lille,fr FRA,0.0,0.04,1133
1684,Ivo Grbić,Lille,fr FRA,0.0,0.0,1080
1685,Jonathan David,Lille,fr FRA,0.0,0.2,981
1686,Zeki Çelik,Lille,fr FRA,0.0,0.02,962
1687,Burak Yılmaz,Lille,fr FRA,0.28,0.28,957
1688,Reinildo Mandava,Lille,fr FRA,0.0,0.01,902
1689,Jonathan Ikone,Lille,fr FRA,0.0,0.15,831
1690,Sven Botman,Lille,fr FRA,0.0,0.0,810
1691,Xeka,Lille,fr FRA,0.0,0.12,787
1692,Tiago Djaló,Lille,fr FRA,0.12,0.0,749
1693,Timothy Weah,Lille,fr FRA,0.28,0.29,643
1694,Jonathan Bamba,Lille,fr FRA,0.0,0.1,606
1695,Yusuf Yazıcı,Lille,fr FRA,0.19,0.28,471
1696,Angel Gomes,Lille,fr FRA,0.0,0.1,370
1697,Renato Sanches,Lille,fr FRA,0.26,0.2,342
1698,Gabriel Gudmundsson,Lille,fr FRA,0.0,0.04,293
1699,Amadou Onana,Lille,fr FRA,0.0,0.06,279
1700,Leonardo César Jardim,Lille,fr FRA,0.0,0.0,180
1701,Domagoj Bradarić,Lille,fr FRA,0.0,0.27,139
1702,Isaac Lihadji,Lille,fr FRA,1.58,0.61,57
1703,Cheikh Niasse,Lille,fr FRA,0.0,0.0,27
1704,Exauce Mpembele Boula,Lille,fr FRA,0.0,0.0,0
1705,Rocco Ascone,Lille,fr FRA,0.0,0.0,0
1706,Capita,Lille,fr FRA,0.0,0.0,0
1707,Kouadio-Yves Dabila,Lille,fr FRA,0.0,0.0,0
1708,Adam Jakubech,Lille,fr FRA,0.0,0.0,0
1709,Jean Onana,Lille,fr FRA,0.0,0.0,0
1710,Jérémy Pied,Lille,fr FRA,0.0,0.0,0
1711,Manuel Riemann,Bochum,de GER,0.0,0.02,990
1712,Danilo Soares,Bochum,de GER,0.0,0.06,990
1713,Anthony Losilla,Bochum,de GER,0.0,0.03,955
1714,Elvis Rexhbeçaj,Bochum,de GER,0.0,0.15,896
1715,Vassilis Lambropoulos,Bochum,de GER,0.0,0.0,808
1716,Sebastian Polter,Bochum,de GER,0.0,0.07,758
1717,Gerrit Holtmann,Bochum,de GER,0.14,0.17,658
1718,Eduard Löwen,Bochum,de GER,0.16,0.31,561
1719,Erhan Mašović,Bochum,de GER,0.0,0.0,560
1720,Armel Bella Kotchap,Bochum,de GER,0.0,0.01,533
1721,Takuma Asano,Bochum,de GER,0.21,0.16,426
1722,Cristian Gamboa,Bochum,de GER,0.0,0.11,374
1723,Miloš Pantović,Bochum,de GER,0.24,0.19,381
1724,Simon Zoller,Bochum,de GER,0.5,0.18,360
1725,Herbert Bockhorn,Bochum,de GER,0.0,0.01,350
1726,Christopher Antwi-Adjei,Bochum,de GER,0.29,0.11,307
1727,Kostas Stafylidis,Bochum,de GER,0.0,0.0,297
1728,Robert Tesche,Bochum,de GER,0.0,0.0,215
1729,Danny Blum,Bochum,de GER,0.0,0.25,198
1730,Maxim Leitsch,Bochum,de GER,0.0,0.0,90
1731,Silvère Ganvoula M'Boussy,Bochum,de GER,0.0,0.0,42
1732,Soma Novothny,Bochum,de GER,0.0,0.0,36
1733,Saulo Decarli,Bochum,de GER,0.0,0.0,9
1734,Patrick Osterhage,Bochum,de GER,0.0,0.0,9
1735,Raman Chibsah,Bochum,de GER,0.0,0.0,0
1736,Michael Esser,Bochum,de GER,0.0,0.0,0
1737,Alexander Schwolow,Hertha BSC,de GER,0.0,0.0,990
1738,Suat Serdar,Hertha BSC,de GER,0.0,0.05,953
1739,Niklas Stark,Hertha BSC,de GER,0.0,0.02,900
1740,Santiago Ascacíbar,Hertha BSC,de GER,0.0,0.02,709
1741,Marvin Plattenhardt,Hertha BSC,de GER,0.0,0.1,675
1742,Dedryck Boyata,Hertha BSC,de GER,0.0,0.07,634
1743,Lucas Tousart,Hertha BSC,de GER,0.0,0.04,581
1744,Peter Pekarík,Hertha BSC,de GER,0.0,0.01,553
1745,Marco Richter,Hertha BSC,de GER,0.0,0.12,523
1746,Márton Dárdai,Hertha BSC,de GER,0.19,0.02,484
1747,Vladimír Darida,Hertha BSC,de GER,0.65,0.24,413
1748,Maximilian Mittelstädt,Hertha BSC,de GER,0.54,0.15,501
1749,Deyovaisio Zeefuik,Hertha BSC,de GER,0.0,0.09,382
1750,Davie Selke,Hertha BSC,de GER,0.0,0.01,313
1751,Stevan Jovetić,Hertha BSC,de GER,0.0,0.09,311
1752,Kevin-Prince Boateng,Hertha BSC,de GER,0.0,0.02,254
1753,Krzysztof Piątek,Hertha BSC,de GER,0.0,0.0,246
1754,Ishak Belfodil,Hertha BSC,de GER,0.0,0.03,252
1755,Dodi Lukebakio,Hertha BSC,de GER,0.0,0.0,176
1756,Jurgen Ekkelenkamp,Hertha BSC,de GER,0.0,0.01,206
1757,Dennis Jastrzembski,Hertha BSC,de GER,0.0,0.04,188
1758,Myziane Maolida,Hertha BSC,de GER,0.0,0.03,163
1759,Javairô Dilrosun,Hertha BSC,de GER,0.0,0.0,138
1760,Lukas Klünter,Hertha BSC,de GER,0.0,0.26,94
1761,Matheus Cunha,Hertha BSC,de GER,1.41,0.0,64
1762,Jordan Torunarigha,Hertha BSC,de GER,0.0,0.0,52
1763,Linus Gechter,Hertha BSC,de GER,0.0,0.0,120
1764,Oliver Christensen,Hertha BSC,de GER,0.0,0.0,0
1765,Nils-Jonathan Körber,Hertha BSC,de GER,0.0,0.0,0
1766,Marlon Morgenstern,Hertha BSC,de GER,0.0,0.0,0
1767,Cimo Röcker,Hertha BSC,de GER,0.0,0.0,0
1768,Vanja Milinković-Savić,Torino,it ITA,0.0,0.0,1080
1769,Wilfried Singo,Torino,it ITA,0.19,0.07,943
1770,Gleison Bremer,Torino,it ITA,0.09,0.01,973
1771,Saša Lukić,Torino,it ITA,0.09,0.14,948
1772,Koffi Djidji,Torino,it ITA,0.0,0.0,834
1773,Antonio Sanabria,Torino,it ITA,0.11,0.13,807
1774,Karol Linetty,Torino,it ITA,0.0,0.16,728
1775,Ricardo Rodríguez,Torino,it ITA,0.0,0.06,807
1776,Ola Aina,Torino,it ITA,0.0,0.14,726
1777,Tommaso Pobega,Torino,it ITA,0.14,0.05,637
1778,Josip Brekalo,Torino,it ITA,0.0,0.21,579
1779,Rolando Mandragora,Torino,it ITA,0.19,0.1,462
1780,Cristian Ansaldi,Torino,it ITA,0.8,0.23,338
1781,Alessandro Buongiorno,Torino,it ITA,0.28,0.13,323
1782,Andrea Belotti,Torino,it ITA,0.0,0.09,319
1783,Dennis Praet,Torino,it ITA,0.29,0.46,315
1784,Marko Pjaca,Torino,it ITA,0.0,0.07,236
1785,David Zima,Torino,it ITA,0.0,0.0,191
1786,Tomás Rincón,Torino,it ITA,0.0,0.03,146
1787,Armando Izzo,Torino,it ITA,0.0,0.0,99
1788,Mërgim Vojvoda,Torino,it ITA,0.0,0.0,135
1789,Daniele Baselli,Torino,it ITA,0.0,0.01,83
1790,Ben Lhassine Kone,Torino,it ITA,0.0,0.1,81
1791,Simone Verdi,Torino,it ITA,0.0,0.07,46
1792,Simone Zaza,Torino,it ITA,0.0,0.0,28
1793,Magnus Warming,Torino,it ITA,0.0,0.0,2
1794,Etrit Berisha,Torino,it ITA,0.0,0.0,0
1795,Luca Gemello,Torino,it ITA,0.0,0.0,0
1796,Nicola Rauti,Torino,it ITA,0.0,0.0,0
1797,Jacopo Segre,Torino,it ITA,0.0,0.0,0
1798,Andrea Consigli,Sassuolo,it ITA,0.0,0.0,1080
1799,Gian Marco Ferrari,Sassuolo,it ITA,0.0,0.0,1080
1800,Davide Frattesi,Sassuolo,it ITA,0.0,0.07,981
1801,Maxime Lopez,Sassuolo,it ITA,0.0,0.07,908
1802,Vlad Chiricheș,Sassuolo,it ITA,0.0,0.0,882
1803,Rogério,Sassuolo,it ITA,0.1,0.1,874
1804,Domenico Berardi,Sassuolo,it ITA,0.21,0.26,867
1805,Giacomo Raspadori,Sassuolo,it ITA,0.12,0.12,749
1806,Filip Đuričić,Sassuolo,it ITA,0.14,0.18,626
1807,Jeremy Toljan,Sassuolo,it ITA,0.14,0.1,644
1808,Jeremie Boga,Sassuolo,it ITA,0.32,0.11,566
1809,Mert Müldür,Sassuolo,it ITA,0.0,0.01,460
1810,Hamed Junior Traorè,Sassuolo,it ITA,0.2,0.26,453
1811,Grégoire Defrel,Sassuolo,it ITA,0.21,0.17,432
1812,Gianluca Scamacca,Sassuolo,it ITA,0.0,0.16,370
1813,Giorgos Kyriakopoulos,Sassuolo,it ITA,0.0,0.07,227
1814,Kaan Ayhan,Sassuolo,it ITA,0.0,0.0,211
1815,Francesco Caputo,Sassuolo,it ITA,0.58,0.21,156
1816,Francesco Magnanelli,Sassuolo,it ITA,0.0,0.0,143
1817,Abdou Harroui,Sassuolo,it ITA,0.0,0.02,101
1818,Matheus Henrique,Sassuolo,it ITA,0.0,0.0,69
1819,Edoardo Goldaniga,Sassuolo,it ITA,0.0,0.0,1
1820,Lukáš Haraslín,Sassuolo,it ITA,0.0,0.0,0
1821,Brain Oddei,Sassuolo,it ITA,0.0,0.0,0
1822,Gianluca Pegolo,Sassuolo,it ITA,0.0,0.0,0
1823,Federico Peluso,Sassuolo,it ITA,0.0,0.0,0
1824,Luigi Samele,Sassuolo,it ITA,0.0,0.0,0
1825,Giacomo Satalino,Sassuolo,it ITA,0.0,0.0,0
1826,Samuele Vitale,Sassuolo,it ITA,0.0,0.0,0
1827,Rodrigo Becão,Udinese,it ITA,0.08,0.04,1080
1828,Marco Silvestri,Udinese,it ITA,0.0,0.01,1080
1829,Bram Nuytinck,Udinese,it ITA,0.0,0.01,1039
1830,Samir Santos,Udinese,it ITA,0.0,0.01,1012
1831,Walace,Udinese,it ITA,0.0,0.07,984
1832,Roberto Pereyra,Udinese,it ITA,0.1,0.17,910
1833,Nahuel Molina,Udinese,it ITA,0.11,0.14,811
1834,Jens Stryger Larsen,Udinese,it ITA,0.13,0.12,684
1835,Beto,Udinese,it ITA,0.0,0.06,711
1836,Jean-Victor Makengo,Udinese,it ITA,0.13,0.09,696
1837,Gerard Deulofeu,Udinese,it ITA,0.14,0.17,644
1838,Tolgay Arslan,Udinese,it ITA,0.0,0.07,537
1839,Iyenoma Udogie,Udinese,it ITA,0.0,0.02,529
1840,Ignacio Pussetto,Udinese,it ITA,0.18,0.07,514
1841,Isaac Success,Udinese,it ITA,0.0,0.0,149
1842,Brandon Soppy,Udinese,it ITA,0.0,0.01,124
1843,Nehuén Pérez,Udinese,it ITA,0.0,0.0,90
1844,Mato Jajalo,Udinese,it ITA,0.0,0.0,83
1845,Lazar Samardzic,Udinese,it ITA,1.06,0.34,85
1846,Stefano Okaka,Udinese,it ITA,4.09,0.0,22
1847,Fernando Forestieri,Udinese,it ITA,0.0,0.0,21
1848,Marvin Zeegelaar,Udinese,it ITA,0.0,0.0,20
1849,Matteo Carnelos,Udinese,it ITA,0.0,0.0,0
1850,Sebastien De Maio,Udinese,it ITA,0.0,0.0,0
1851,Jacopo Fedrizzi,Udinese,it ITA,0.0,0.0,0
1852,Cristo González,Udinese,it ITA,0.0,0.0,0
1853,Simone Ianesi,Udinese,it ITA,0.0,0.0,0
1854,Ilija Nestorovski,Udinese,it ITA,0.0,0.0,0
1855,Daniele Padelli,Udinese,it ITA,0.0,0.0,0
1856,Martin Palumbo,Udinese,it ITA,0.0,0.0,0
1857,Edoardo Piana,Udinese,it ITA,0.0,0.0,0
1858,Simone Scuffet,Udinese,it ITA,0.0,0.0,0
1859,Martin Valjent,Mallorca,es ESP,0.0,0.04,1111
1860,Manolo Reina,Mallorca,es ESP,0.0,0.03,1080
1861,Dani Rodríguez,Mallorca,es ESP,0.17,0.1,1062
1862,Iddrisu Baba,Mallorca,es ESP,0.0,0.01,995
1863,Brian Oliván,Mallorca,es ESP,0.0,0.06,992
1864,Pablo Maffeo,Mallorca,es ESP,0.1,0.06,927
1865,Franco Russo,Mallorca,es ESP,0.0,0.0,675
1866,Iñigo Ruiz de Galarreta,Mallorca,es ESP,0.0,0.03,580
1867,Lee Kangin,Mallorca,es ESP,0.16,0.13,551
1868,Amath,Mallorca,es ESP,0.17,0.04,545
1869,Salva Sevilla,Mallorca,es ESP,0.35,0.22,510
1870,Ángel Rodríguez,Mallorca,es ESP,0.0,0.04,455
1871,Fernando Niño,Mallorca,es ESP,0.0,0.02,485
1872,Takefusa Kubo,Mallorca,es ESP,0.0,0.12,412
1873,Jaume Costa,Mallorca,es ESP,0.0,0.11,408
1874,Jordi Mboula,Mallorca,es ESP,0.0,0.02,310
1875,Antonio Sánchez,Mallorca,es ESP,0.0,0.02,278
1876,Joan Sastre Vanrell,Mallorca,es ESP,0.0,0.0,258
1877,Rodrigo Battaglia,Mallorca,es ESP,0.0,0.02,229
1878,Aleksandar Sedlar,Mallorca,es ESP,0.0,0.01,196
1879,Lago Junior,Mallorca,es ESP,0.0,0.0,177
1880,Abdón Prats,Mallorca,es ESP,0.0,0.04,170
1881,Aleix Febas,Mallorca,es ESP,0.0,0.06,96
1882,Dominik Greif,Mallorca,es ESP,0.0,0.0,90
1883,Antonio Raillo,Mallorca,es ESP,0.0,0.0,90
1884,Matthew Hoppe,Mallorca,es ESP,1.01,0.12,89
1885,Josep Antoni Gayá,Mallorca,es ESP,0.0,0.0,58
1886,Marc Carmona Tormo,Mallorca,es ESP,0.0,0.0,0
1887,Pablo Gálvez,Mallorca,es ESP,0.0,0.0,0
1888,Pere Joan,Mallorca,es ESP,0.0,0.0,0
1889,Victor Mollejo,Mallorca,es ESP,0.0,0.0,0
1890,Leonardo Román,Mallorca,es ESP,0.0,0.0,0
1891,Vincent Le Goff,Lorient,fr FRA,0.0,0.07,1170
1892,Paul Nardi,Lorient,fr FRA,0.0,0.0,1170
1893,Laurent Abergel,Lorient,fr FRA,0.08,0.12,1080
1894,Houboulang Mendes,Lorient,fr FRA,0.0,0.02,1075
1895,Julien Laporte,Lorient,fr FRA,0.0,0.01,1035
1896,Terem Moffi,Lorient,fr FRA,0.27,0.17,989
1897,Igor Carioca,Lorient,fr FRA,0.0,0.08,919
1898,Fabien Lemoine,Lorient,fr FRA,0.11,0.09,805
1899,Armand Lauriente,Lorient,fr FRA,0.0,0.12,757
1900,Thomas Monconduit,Lorient,fr FRA,0.13,0.1,674
1901,Enzo Le Fée,Lorient,fr FRA,0.15,0.11,602
1902,Moritz Jenz,Lorient,fr FRA,0.0,0.01,594
1903,Jérémy Morel,Lorient,fr FRA,0.0,0.04,315
1904,Stéphane Diarra,Lorient,fr FRA,0.0,0.32,277
1905,Léo Pétrot,Lorient,fr FRA,0.0,0.0,261
1906,Jérôme Hergault,Lorient,fr FRA,0.0,0.0,213
1907,Adrian Grbić,Lorient,fr FRA,0.0,0.12,312
1908,Quentin Boisgard,Lorient,fr FRA,0.0,0.46,192
1909,Thomas Fontaine,Lorient,fr FRA,0.0,0.0,167
