,Player,Team,Country,Assists p90,xA p90,Mins
2327,Dilane Bakwa,Bordeaux,fr FRA,0.0,0.0,0
2328,Raoul Bellanova,Bordeaux,fr FRA,0.0,0.0,0
2329,Loïc Bessile,Bordeaux,fr FRA,0.0,0.0,0
2330,Gaëtan Poussin,Bordeaux,fr FRA,0.0,0.0,0
2331,Dimitris Nikolaou,Spezia,it ITA,0.0,0.01,1080
2332,Emmanuel Gyasi,Spezia,it ITA,0.0,0.04,1031
2333,Simone Bastoni,Spezia,it ITA,0.0,0.16,931
2334,Giulio Maggiore,Spezia,it ITA,0.2,0.11,898
2335,Salvador Ferrer,Spezia,it ITA,0.0,0.03,876
2336,Petko Hristov,Spezia,it ITA,0.0,0.01,820
2337,Jeroen Zoet,Spezia,it ITA,0.0,0.0,630
2338,Kelvin Amian,Spezia,it ITA,0.15,0.07,593
2339,Janis Antiste,Spezia,it ITA,0.0,0.03,537
2340,Daniele Verde,Spezia,it ITA,0.15,0.19,585
2341,Viktor Kovalenko,Spezia,it ITA,0.35,0.03,510
2342,M'Bala Nzola,Spezia,it ITA,0.0,0.04,518
2343,Ivan Provedel,Spezia,it ITA,0.0,0.0,450
2344,Martin Erlic,Spezia,it ITA,0.0,0.0,382
2345,Jacopo Sala,Spezia,it ITA,0.0,0.06,351
2346,Dávid Strelec,Spezia,it ITA,0.0,0.18,322
2347,Eddie Salcedo,Spezia,it ITA,0.0,0.05,301
2348,Ebrima Colley,Spezia,it ITA,0.0,0.48,286
2349,Mehdi Bourabia,Spezia,it ITA,0.0,0.02,200
2350,Rey Manaj,Spezia,it ITA,0.0,0.14,212
2351,Suf Podgoreanu,Spezia,it ITA,0.87,0.03,103
2352,Luca Vignali,Spezia,it ITA,0.0,0.0,85
2353,Samuel Mráz,Spezia,it ITA,0.0,0.0,54
2354,Aimar Sher,Spezia,it ITA,0.0,0.0,45
2355,Kevin Agudelo,Spezia,it ITA,0.0,0.71,29
2356,Arkadiusz Reca,Spezia,it ITA,0.0,0.0,5
2357,Nicolò Bertola,Spezia,it ITA,0.0,0.0,0
2358,Dennis Deloriè,Spezia,it ITA,0.0,0.0,0
2359,Jakub Kiwior,Spezia,it ITA,0.0,0.0,0
2360,Petar Zovko,Spezia,it ITA,0.0,0.0,0
2361,Wataru Endo,Stuttgart,de GER,0.19,0.03,971
2362,Borna Sosa,Stuttgart,de GER,0.28,0.18,968
2363,Konstantinos Mavropanos,Stuttgart,de GER,0.0,0.0,767
2364,Marc-Oliver Kempf,Stuttgart,de GER,0.0,0.05,733
2365,Waldemar Anton,Stuttgart,de GER,0.0,0.03,711
2366,Atakan Karazor,Stuttgart,de GER,0.0,0.07,582
2367,Florian Müller,Stuttgart,de GER,0.0,0.0,630
2368,Roberto Massimo,Stuttgart,de GER,0.0,0.2,505
2369,Mateo Klimowicz,Stuttgart,de GER,0.19,0.05,473
2370,Hamadi Al Ghaddioui,Stuttgart,de GER,0.21,0.2,431
2371,Tanguy Coulibaly,Stuttgart,de GER,0.17,0.05,524
2372,Hiroki Ito,Stuttgart,de GER,0.0,0.01,446
2373,Orel Mangala,Stuttgart,de GER,0.0,0.05,424
2374,Omar Marmoush,Stuttgart,de GER,0.43,0.09,418
2375,Fabian Bredlow,Stuttgart,de GER,0.0,0.0,360
2376,Chris Führich,Stuttgart,de GER,0.0,0.03,302
2377,Philipp Klement,Stuttgart,de GER,0.0,0.26,338
2378,Philipp Förster,Stuttgart,de GER,0.29,0.18,309
2379,Nikolas Nartey,Stuttgart,de GER,0.0,0.06,244
2380,Daniel Didavi,Stuttgart,de GER,0.35,0.26,257
2381,Clinton Mola,Stuttgart,de GER,0.0,0.0,113
2382,Wahidullah Faghir,Stuttgart,de GER,0.0,0.0,106
2383,Erik Thommy,Stuttgart,de GER,0.0,0.17,77
2384,Pascal Stenzel,Stuttgart,de GER,0.0,0.11,62
2385,Ömer Faruk Beyaz,Stuttgart,de GER,0.0,0.0,36
2386,Enzo Millot,Stuttgart,de GER,0.0,0.0,32
2387,Sasa Kalajdzic,Stuttgart,de GER,0.0,0.0,18
2388,Matej Maglica,Stuttgart,de GER,0.0,0.0,6
2389,Mohamed Sankoh,Stuttgart,de GER,0.0,0.0,4
2390,Naouirou Ahamada,Stuttgart,de GER,0.0,0.0,0
2391,Darko Churlinov,Stuttgart,de GER,0.0,0.0,0
2392,Florian Schock,Stuttgart,de GER,0.0,0.0,0
2393,Matty Cash,Aston Villa,eng ENG,0.0,0.04,973
2394,Emiliano Martínez,Aston Villa,eng ENG,0.0,0.0,900
2395,Ezri Konsa,Aston Villa,eng ENG,0.0,0.02,857
2396,John McGinn,Aston Villa,eng ENG,0.11,0.13,849
2397,Matt Targett,Aston Villa,eng ENG,0.11,0.19,825
2398,Tyrone Mings,Aston Villa,eng ENG,0.11,0.01,849
2399,Danny Ings,Aston Villa,eng ENG,0.24,0.05,758
2400,Ollie Watkins,Aston Villa,eng ENG,0.0,0.05,732
2401,Douglas Luiz,Aston Villa,eng ENG,0.26,0.12,682
2402,Emi Buendía,Aston Villa,eng ENG,0.17,0.21,542
2403,Jacob Ramsey,Aston Villa,eng ENG,0.0,0.06,515
2404,Axel Tuanzebe,Aston Villa,eng ENG,0.0,0.0,498
2405,Anwar El Ghazi,Aston Villa,eng ENG,0.0,0.08,350
2406,Marvelous Nakamba,Aston Villa,eng ENG,0.0,0.01,356
2407,Ashley Young,Aston Villa,eng ENG,0.0,0.03,355
2408,Kortney Hause,Aston Villa,eng ENG,0.0,0.0,261
2409,Leon Bailey,Aston Villa,eng ENG,0.61,0.06,293
2410,Jed Steer,Aston Villa,eng ENG,0.0,0.0,90
2411,Carney Chukwuemeka,Aston Villa,eng ENG,0.0,0.0,62
2412,Bertrand Traoré,Aston Villa,eng ENG,0.0,0.0,57
2413,Cameron Archer,Aston Villa,eng ENG,0.0,0.0,27
2414,Keinan Davis,Aston Villa,eng ENG,0.0,0.0,12
2415,Jaden Philogene Bidace,Aston Villa,eng ENG,0.0,0.0,5
2416,Wesley Moraes,Aston Villa,eng ENG,0.0,0.0,1
2417,Lamare Bogarde,Aston Villa,eng ENG,0.0,0.0,0
2418,Frederic Guilbert,Aston Villa,eng ENG,0.0,0.0,0
2419,Conor Hourihane,Aston Villa,eng ENG,0.0,0.0,0
2420,Aaron Ramsey,Aston Villa,eng ENG,0.0,0.0,0
2421,Morgan Sanson,Aston Villa,eng ENG,0.0,0.0,0
2422,Viljami Sinisalo,Aston Villa,eng ENG,0.0,0.0,0
2423,Ismaila Sarr,Watford,eng ENG,0.0,0.11,963
2424,William Troost-Ekong,Watford,eng ENG,0.0,0.01,900
2425,Juraj Kucka,Watford,eng ENG,0.0,0.02,849
2426,Moussa Sissoko,Watford,eng ENG,0.0,0.06,790
2427,Craig Cathcart,Watford,eng ENG,0.12,0.0,743
2428,Emmanuel Dennis,Watford,eng ENG,0.37,0.09,739
2429,Joshua King,Watford,eng ENG,0.28,0.25,636
2430,Ben Foster,Watford,eng ENG,0.0,0.0,630
2431,Danny Rose,Watford,eng ENG,0.0,0.13,540
2432,Adam Masina,Watford,eng ENG,0.0,0.04,495
2433,Kiko Femenía,Watford,eng ENG,0.25,0.08,359
2434,Tom Cleverley,Watford,eng ENG,0.22,0.15,404
2435,Oghenekaro Etebo,Watford,eng ENG,0.0,0.01,371
2436,Daniel Bachmann,Watford,eng ENG,0.0,0.0,360
2437,Jeremy Ngakia,Watford,eng ENG,0.0,0.05,377
2438,Cucho,Watford,eng ENG,0.24,0.09,376
2439,Francisco Sierralta,Watford,eng ENG,0.0,0.0,247
2440,Ozan Tufan,Watford,eng ENG,0.0,0.1,227
2441,Ken Sema,Watford,eng ENG,0.0,0.18,290
2442,Christian Kabasele,Watford,eng ENG,0.0,0.0,203
2443,João Pedro,Watford,eng ENG,0.49,0.57,182
2444,Nicolas Nkoulou,Watford,eng ENG,0.0,0.02,105
2445,Imran Louza,Watford,eng ENG,0.0,0.0,45
2446,Troy Deeney,Watford,eng ENG,0.0,0.32,25
2447,Dan Gosling,Watford,eng ENG,0.0,0.0,22
2448,Ashley Fletcher,Watford,eng ENG,0.0,0.0,10
2449,Kwadwo Baah,Watford,eng ENG,0.0,0.0,0
2450,Rob Elliot,Watford,eng ENG,0.0,0.0,0
2451,Johan Mojica,Elche,es ESP,0.17,0.18,1084
2452,Kiko Casilla,Elche,es ESP,0.0,0.01,1080
2453,Fidel,Elche,es ESP,0.19,0.15,970
2454,Raúl Guti,Elche,es ESP,0.0,0.02,884
2455,Enzo Roco,Elche,es ESP,0.0,0.01,864
2456,Omar Mascarell,Elche,es ESP,0.0,0.01,760
2457,Lucas Boyé,Elche,es ESP,0.0,0.09,711
2458,Pedro Bigas,Elche,es ESP,0.0,0.01,682
2459,Gonzalo Verdú,Elche,es ESP,0.0,0.0,643
2460,Lucas Pérez,Elche,es ESP,0.0,0.03,598
2461,Helibelton Palacios,Elche,es ESP,0.0,0.02,684
2462,Darío Benedetto,Elche,es ESP,0.16,0.15,555
2463,Diego González,Elche,es ESP,0.0,0.01,494
2464,Josan,Elche,es ESP,0.24,0.15,376
2465,Antonio Barragán,Elche,es ESP,0.0,0.0,356
2466,Iván Marcone,Elche,es ESP,0.0,0.0,349
2467,Gerard Gumbau,Elche,es ESP,0.0,0.02,318
2468,Javier Pastore,Elche,es ESP,0.0,0.15,288
2469,Pere Milla,Elche,es ESP,0.0,0.01,288
2470,Tete Morente,Elche,es ESP,0.0,0.06,203
2471,Pablo Piatti,Elche,es ESP,0.0,0.22,174
2472,Guido Carrillo,Elche,es ESP,0.0,0.0,230
2473,Josema,Elche,es ESP,0.0,0.06,161
2474,Édgar Badía,Elche,es ESP,0.0,0.0,90
2475,Jony Álamo,Elche,es ESP,0.0,0.0,0
2476,Lluis Andreu,Elche,es ESP,0.0,0.0,0
2477,Diego Bri,Elche,es ESP,0.0,0.0,0
2478,César,Elche,es ESP,0.0,0.0,0
2479,John Donald,Elche,es ESP,0.0,0.0,0
2480,Axel Werner,Elche,es ESP,0.0,0.0,0
2481,Salvatore Sirigu,Genoa,it ITA,0.0,0.0,1080
2482,Domenico Criscito,Genoa,it ITA,0.09,0.04,1051
2483,Nicolò Rovella,Genoa,it ITA,0.27,0.13,1013
2484,Andrea Cambiaso,Genoa,it ITA,0.21,0.1,840
2485,Milan Badelj,Genoa,it ITA,0.0,0.13,839
2486,Mattia Destro,Genoa,it ITA,0.0,0.01,627
2487,Davide Biraschi,Genoa,it ITA,0.0,0.01,532
2488,Stefano Sturaro,Genoa,it ITA,0.0,0.0,425
2489,Yayah Kallon,Genoa,it ITA,0.15,0.16,596
2490,Mohamed Fares,Genoa,it ITA,0.19,0.09,470
2491,Johan Vásquez,Genoa,it ITA,0.0,0.0,450
2492,Nikola Maksimović,Genoa,it ITA,0.0,0.0,413
2493,Abdoulaye Touré,Genoa,it ITA,0.0,0.0,371
2494,Goran Pandev,Genoa,it ITA,0.19,0.17,473
2495,Caleb Ekuban,Genoa,it ITA,0.0,0.14,335
2496,Zinho Vanheusden,Genoa,it ITA,0.0,0.0,302
2497,Hernani,Genoa,it ITA,0.0,0.16,195
2498,Stefano Sabelli,Genoa,it ITA,0.0,0.03,176
2499,Paolo Ghiglione,Genoa,it ITA,0.43,0.04,211
2500,Mattia Bani,Genoa,it ITA,0.0,0.0,206
2501,Andrea Masiello,Genoa,it ITA,0.0,0.01,204
2502,Pablo Galdames Millán,Genoa,it ITA,0.0,0.05,197
2503,Filippo Melegoni,Genoa,it ITA,0.0,0.04,130
2504,Valon Behrami,Genoa,it ITA,0.0,0.04,253
2505,Felipe Caicedo,Genoa,it ITA,0.86,0.37,210
2506,Flavio Junior Bianchi,Genoa,it ITA,0.0,0.06,117
2507,Aleksander Buksa,Genoa,it ITA,0.0,0.0,51
2508,Laurens Serpe,Genoa,it ITA,0.0,0.0,45
2509,Andrea Favilli,Genoa,it ITA,0.0,0.0,36
2510,Manolo Portanova,Genoa,it ITA,0.0,0.0,32
2511,Kevin Agudelo,Genoa,it ITA,0.0,0.0,0
2512,Lorenzo Andrenacci,Genoa,it ITA,0.0,0.0,0
2513,Steeve-Mike Ebongue,Genoa,it ITA,0.0,0.0,0
2514,Federico Marchetti,Genoa,it ITA,0.0,0.0,0
2515,Adrian Šemper,Genoa,it ITA,0.0,0.0,0
2516,Emil Audero,Sampdoria,it ITA,0.0,0.0,1080
2517,Maya Yoshida,Sampdoria,it ITA,0.08,0.04,1080
2518,Antonio Candreva,Sampdoria,it ITA,0.17,0.25,1076
2519,Omar Colley,Sampdoria,it ITA,0.0,0.0,947
2520,Bartosz Bereszyński,Sampdoria,it ITA,0.19,0.05,938
2521,Morten Thorsby,Sampdoria,it ITA,0.1,0.06,938
2522,Tommaso Augello,Sampdoria,it ITA,0.0,0.07,865
2523,Fabio Quagliarella,Sampdoria,it ITA,0.12,0.1,739
2524,Francesco Caputo,Sampdoria,it ITA,0.12,0.1,753
2525,Adrien Silva,Sampdoria,it ITA,0.14,0.03,653
2526,Mikkel Damsgaard,Sampdoria,it ITA,0.0,0.08,512
2527,Albin Ekdal,Sampdoria,it ITA,0.0,0.01,453
2528,Manolo Gabbiadini,Sampdoria,it ITA,0.25,0.25,360
2529,Kristoffer Askildsen,Sampdoria,it ITA,0.0,0.05,436
2530,Radu Drăgușin,Sampdoria,it ITA,0.0,0.01,247
2531,Nicola Murru,Sampdoria,it ITA,0.0,0.05,181
2532,Valerio Verre,Sampdoria,it ITA,0.0,0.03,144
2533,Julian Chabot,Sampdoria,it ITA,0.0,0.0,172
2534,Fabio Depaoli,Sampdoria,it ITA,0.0,0.0,110
2535,Ernesto Torregrossa,Sampdoria,it ITA,0.0,0.07,102
2536,Riccardo Ciervo,Sampdoria,it ITA,0.0,0.0,66
2537,Alex Ferrari,Sampdoria,it ITA,0.0,0.0,4
2538,Wladimiro Falcone,Sampdoria,it ITA,0.0,0.0,0
2539,Mohammed Ihattaren,Sampdoria,it ITA,0.0,0.0,0
2540,Francesco Migliardi,Sampdoria,it ITA,0.0,0.0,0
2541,Nicola Ravaglia,Sampdoria,it ITA,0.0,0.0,0
2542,Lorenzo Tonelli,Sampdoria,it ITA,0.0,0.0,0
2543,Simone Trimboli,Sampdoria,it ITA,0.0,0.0,0
2544,Gerard Yepes,Sampdoria,it ITA,0.0,0.0,0
2545,Matthew Lowton,Burnley,eng ENG,0.18,0.07,990
2546,Nick Pope,Burnley,eng ENG,0.0,0.02,990
2547,James Tarkowski,Burnley,eng ENG,0.0,0.0,990
2548,Dwight McNeil,Burnley,eng ENG,0.09,0.16,974
2549,Chris Wood,Burnley,eng ENG,0.0,0.02,909
2550,Josh Brownhill,Burnley,eng ENG,0.0,0.05,912
2551,Charlie Taylor,Burnley,eng ENG,0.1,0.09,900
2552,Ashley Westwood,Burnley,eng ENG,0.2,0.18,900
2553,Ben Mee,Burnley,eng ENG,0.0,0.01,720
2554,Jóhann Berg Guðmundsson,Burnley,eng ENG,0.14,0.04,629
2555,Maxwel Cornet,Burnley,eng ENG,0.0,0.12,364
2556,Ashley Barnes,Burnley,eng ENG,0.0,0.19,382
2557,Jack Cork,Burnley,eng ENG,0.0,0.0,314
2558,Nathan Collins,Burnley,eng ENG,0.0,0.13,270
2559,Matěj Vydra,Burnley,eng ENG,0.41,0.07,219
2560,Jay Rodriguez,Burnley,eng ENG,0.42,0.44,216
2561,Aaron Lennon,Burnley,eng ENG,0.0,0.0,106
2562,Erik Pieters,Burnley,eng ENG,0.0,0.0,105
2563,Phil Bardsley,Burnley,eng ENG,0.0,0.0,0
2564,Owen Dodgson,Burnley,eng ENG,0.0,0.0,0
2565,Wayne Hennessey,Burnley,eng ENG,0.0,0.0,0
2566,Kevin Long,Burnley,eng ENG,0.0,0.0,0
2567,Will Norris,Burnley,eng ENG,0.0,0.0,0
2568,Lewis Richardson,Burnley,eng ENG,0.0,0.0,0
2569,Connor Roberts,Burnley,eng ENG,0.0,0.0,0
2570,Bobby Thomas,Burnley,eng ENG,0.0,0.0,0
2571,Stefan Ortega,Arminia,de GER,0.0,0.02,990
2572,Manuel Prietl,Arminia,de GER,0.09,0.06,990
2573,Amos Pieper,Arminia,de GER,0.0,0.0,900
2574,Joakim Nilsson,Arminia,de GER,0.0,0.0,855
2575,Cédric Brunner,Arminia,de GER,0.11,0.06,821
2576,Jacob Barrett Laursen,Arminia,de GER,0.0,0.05,809
2577,Fabian Klos,Arminia,de GER,0.11,0.1,807
2578,Masaya Okugawa,Arminia,de GER,0.0,0.04,716
2579,Alessandro Schöpf,Arminia,de GER,0.0,0.16,744
2580,Robin Hack,Arminia,de GER,0.0,0.11,686
2581,Fabian Kunze,Arminia,de GER,0.0,0.02,492
2582,Patrick Wimmer,Arminia,de GER,0.21,0.21,424
2583,Bryan Lasme,Arminia,de GER,0.0,0.02,374
2584,Florian Krüger,Arminia,de GER,0.0,0.11,269
2585,Edimilson Fernandes,Arminia,de GER,0.0,0.12,209
2586,Nathan de Medina,Arminia,de GER,0.0,0.0,197
2587,Janni Serra,Arminia,de GER,0.0,0.02,179
2588,Andrés Andrade Cedeño,Arminia,de GER,0.0,0.13,143
2589,Lennart-Marten Czyborra,Arminia,de GER,0.0,0.0,131
2590,Sebastian Vasiliadis,Arminia,de GER,0.0,0.0,72
2591,Guilherme Ramos,Arminia,de GER,0.0,0.0,45
2592,Mike van der Hoorn,Arminia,de GER,0.0,0.0,14
2593,Vladislav Cherny,Arminia,de GER,0.0,0.0,0
2594,Christian Gebauer,Arminia,de GER,0.0,0.0,0
2595,Stefanos Kapino,Arminia,de GER,0.0,0.0,0
2596,Arne Schulz,Arminia,de GER,0.0,0.0,0
2597,Wahbi Khazri,Saint-Étienne,fr FRA,0.0,0.13,1050
2598,Mahdi Camara,Saint-Étienne,fr FRA,0.0,0.09,1120
2599,Timothée Kolodziejczak,Saint-Étienne,fr FRA,0.19,0.05,954
2600,Harold Moukoudi,Saint-Étienne,fr FRA,0.0,0.0,945
2601,Etienne Green,Saint-Étienne,fr FRA,0.0,0.03,882
2602,Yvan Neyou,Saint-Étienne,fr FRA,0.0,0.03,811
2603,Denis Bouanga,Saint-Étienne,fr FRA,0.0,0.08,836
2604,Saidou Sow,Saint-Étienne,fr FRA,0.13,0.08,675
2605,Zaydou Youssouf,Saint-Étienne,fr FRA,0.0,0.05,580
2606,Yvann Macon,Saint-Étienne,fr FRA,0.0,0.08,522
2607,Romain Hamouma,Saint-Étienne,fr FRA,0.0,0.06,578
2608,Mickael Nade,Saint-Étienne,fr FRA,0.0,0.01,529
2609,Arnaud Nordin,Saint-Étienne,fr FRA,0.49,0.33,546
2610,Lucas Douath,Saint-Étienne,fr FRA,0.0,0.0,510
2611,Ryad Boudebouz,Saint-Étienne,fr FRA,0.0,0.2,467
2612,Miguel Trauco,Saint-Étienne,fr FRA,0.0,0.02,347
2613,Jean-Philippe Krasso,Saint-Étienne,fr FRA,0.32,0.15,279
2614,Stefan Bajic,Saint-Étienne,fr FRA,0.0,0.0,285
2615,Adil Aouchiche,Saint-Étienne,fr FRA,0.34,0.06,261
2616,Aimen Moueffek,Saint-Étienne,fr FRA,0.0,0.0,186
2617,Juan Ignacio Ramírez,Saint-Étienne,fr FRA,0.0,0.0,117
2618,Gabriel Silva,Saint-Étienne,fr FRA,0.0,0.04,83
2619,Charles Abi,Saint-Étienne,fr FRA,0.0,0.0,45
2620,Mathys Saban,Saint-Étienne,fr FRA,0.0,0.0,73
2621,Bryan Djile Nokoué,Saint-Étienne,fr FRA,0.0,0.0,57
2622,Elhadji Dieye,Saint-Étienne,fr FRA,0.0,0.0,12
2623,Assane Dioussé,Saint-Étienne,fr FRA,0.0,0.0,10
2624,Maxence Rivera,Saint-Étienne,fr FRA,0.0,0.0,5
2625,Boubacar Fall,Saint-Étienne,fr FRA,0.0,0.0,0
2626,Ahmed Sidibé,Saint-Étienne,fr FRA,0.0,0.0,0
2627,Alexandre Oukidja,Metz,fr FRA,0.0,0.0,1167
2628,Habib Maïga,Metz,fr FRA,0.0,0.06,919
2629,Matthieu Udol,Metz,fr FRA,0.0,0.04,1007
2630,Fabien Centonze,Metz,fr FRA,0.0,0.03,990
2631,Dylan Bronn,Metz,fr FRA,0.0,0.01,989
2632,Ibrahima Niane,Metz,fr FRA,0.11,0.12,800
2633,Pape Matar Sarr,Metz,fr FRA,0.1,0.05,917
2634,Vincent Pajot,Metz,fr FRA,0.0,0.0,782
2635,Boubakar Kouyaté,Metz,fr FRA,0.0,0.0,775
2636,Nicolas de Préville,Metz,fr FRA,0.0,0.06,591
2637,Lamine Gueye,Metz,fr FRA,0.56,0.17,482
2638,Thomas Delaine,Metz,fr FRA,0.17,0.19,517
2639,Kévin N'Doram,Metz,fr FRA,0.0,0.01,453
2640,Farid Boulaya,Metz,fr FRA,0.0,0.1,430
2641,Jemerson,Metz,fr FRA,0.0,0.0,314
2642,Sikou Niakaté,Metz,fr FRA,0.0,0.02,206
2643,Papa Ndiaga Yade,Metz,fr FRA,0.0,0.22,256
2644,Cheikh Tidiane Sabaly,Metz,fr FRA,0.0,0.03,135
2645,Boubacar Traoré,Metz,fr FRA,0.0,0.01,288
2646,Amadou Mbengue,Metz,fr FRA,0.0,0.01,189
2647,Opa Nguette,Metz,fr FRA,0.76,0.05,119
2648,Amine Bassi,Metz,fr FRA,0.0,0.13,75
2649,Sofiane Alakouch,Metz,fr FRA,0.0,0.01,151
2650,Vagner Gonçalves,Metz,fr FRA,0.0,0.08,86
2651,Warren Tchimbembé,Metz,fr FRA,0.0,0.0,82
2652,Lenny Joseph,Metz,fr FRA,0.0,0.0,42
2653,Mamadou Fofana,Metz,fr FRA,0.0,0.0,33
2654,Marc-Aurèle Caillard,Metz,fr FRA,0.0,0.0,3
2655,Georges Mikautadze,Metz,fr FRA,0.0,0.0,1
2656,Ousmane Ba,Metz,fr FRA,0.0,0.0,0
2657,Lenny Lacroix,Metz,fr FRA,0.0,0.0,0
2658,William Mikelbrencis,Metz,fr FRA,0.0,0.0,0
2659,Vid Belec,Salernitana,it ITA,0.0,0.0,1080
2660,Stefan Strandberg,Salernitana,it ITA,0.0,0.03,933
2661,Norbert Gyömbér,Salernitana,it ITA,0.0,0.0,882
2662,Luca Ranieri,Salernitana,it ITA,0.0,0.11,786
2663,Francesco Di Tacchio,Salernitana,it ITA,0.0,0.02,749
2664,Mamadou Coulibaly,Salernitana,it ITA,0.0,0.03,662
2665,Franck Ribéry,Salernitana,it ITA,0.3,0.26,606
2666,Federico Bonazzoli,Salernitana,it ITA,0.0,0.07,619
2667,Wajdi Kechrida,Salernitana,it ITA,0.0,0.1,554
2668,Riccardo Gagliolo,Salernitana,it ITA,0.17,0.0,525
2669,Simeon Nwankwo,Salernitana,it ITA,0.17,0.07,521
2670,Lassana Coulibaly,Salernitana,it ITA,0.0,0.0,496
2671,Grigoris Kastanos,Salernitana,it ITA,0.19,0.11,477
2672,Cedric Gondo,Salernitana,it ITA,0.0,0.02,430
2673,Joel Obi,Salernitana,it ITA,0.17,0.22,540
2674,Milan Đurić,Salernitana,it ITA,0.0,0.07,511
2675,Nadir Zortea,Salernitana,it ITA,0.0,0.1,359
2676,Paweł Jaroszyński,Salernitana,it ITA,0.0,0.1,311
2677,Matteo Ruggeri,Salernitana,it ITA,0.0,0.02,225
2678,Andrea Schiavone,Salernitana,it ITA,0.0,0.05,232
2679,Ramzi Aya,Salernitana,it ITA,0.0,0.0,135
2680,Leonardo Capezzi,Salernitana,it ITA,0.0,0.0,104
2681,Luka Bogdan,Salernitana,it ITA,0.0,0.05,39
2682,Freddie Veseli,Salernitana,it ITA,0.0,0.0,12
2683,Julian Kristoffersen,Salernitana,it ITA,0.0,0.0,7
2684,Edoardo Vergani,Salernitana,it ITA,0.0,0.0,7
2685,Jacopo De Matteis,Salernitana,it ITA,0.0,0.0,0
2686,Filippo Delli Carri,Salernitana,it ITA,0.0,0.0,0
2687,Vincenzo Fiorillo,Salernitana,it ITA,0.0,0.0,0
2688,Carmine Iannone,Salernitana,it ITA,0.0,0.0,0
2689,Antonio Russo,Salernitana,it ITA,0.0,0.0,0
2690,José Luis Morales,Levante,es ESP,0.0,0.13,1103
2691,Rúben Vezo,Levante,es ESP,0.0,0.01,995
2692,Carlos Clerc,Levante,es ESP,0.0,0.03,927
2693,Aitor Fernández,Levante,es ESP,0.0,0.0,806
2694,Jorge de Frutos,Levante,es ESP,0.23,0.1,797
2695,Jorge Miramón,Levante,es ESP,0.0,0.03,774
2696,Roger Martí,Levante,es ESP,0.0,0.01,662
2697,Gonzalo Melero,Levante,es ESP,0.28,0.09,652
2698,Óscar Duarte,Levante,es ESP,0.0,0.03,634
2699,Pablo Martínez,Levante,es ESP,0.14,0.19,624
2700,Rober,Levante,es ESP,0.0,0.0,610
2701,José Campaña,Levante,es ESP,0.0,0.05,528
2702,Nemanja Radoja,Levante,es ESP,0.0,0.0,447
2703,Enis Bardhi,Levante,es ESP,0.0,0.05,473
2704,Son,Levante,es ESP,0.0,0.08,458
2705,Mickael Malsa,Levante,es ESP,0.2,0.13,457
2706,Cárdenas,Levante,es ESP,0.0,0.0,450
2707,José Luis García Vayá,Levante,es ESP,0.0,0.08,400
2708,Shkodran Mustafi,Levante,es ESP,0.0,0.0,373
2709,Roberto Soldado,Levante,es ESP,0.0,0.04,340
2710,Enric Franquesa,Levante,es ESP,0.0,0.0,397
2711,Dani Gómez,Levante,es ESP,0.25,0.06,363
2712,Álex Cantero,Levante,es ESP,0.0,0.0,282
2713,Sergio Postigo,Levante,es ESP,0.0,0.0,187
2714,Nikola Vukčević,Levante,es ESP,0.0,0.02,111
2715,Coke,Levante,es ESP,0.0,0.0,5
2716,Alejandro Blesa,Levante,es ESP,0.0,0.0,0
2717,Pablo Cuñat,Levante,es ESP,0.0,0.0,0
2718,Hernâni Fortes,Levante,es ESP,0.0,0.0,0
2719,José Manuel,Levante,es ESP,0.0,0.0,0
2720,Koke Vegas,Levante,es ESP,0.0,0.0,0
2721,Răzvan Marin,Cagliari,it ITA,0.25,0.19,1080
2722,João Pedro,Cagliari,it ITA,0.17,0.09,1077
2723,Alessio Cragno,Cagliari,it ITA,0.0,0.0,990
2724,Andrea Carboni,Cagliari,it ITA,0.0,0.0,903
2725,Alessandro Deiola,Cagliari,it ITA,0.0,0.09,840
2726,Nahitan Nández,Cagliari,it ITA,0.1,0.08,917
2727,Charalambos Lykogiannis,Cagliari,it ITA,0.0,0.04,796
2728,Diego Godín,Cagliari,it ITA,0.14,0.05,625
2729,Kevin Strootman,Cagliari,it ITA,0.0,0.03,586
2730,Gabriele Zappa,Cagliari,it ITA,0.0,0.0,584
2731,Luca Ceppitelli,Cagliari,it ITA,0.0,0.0,579
2732,Keita Baldé,Cagliari,it ITA,0.19,0.14,465
2733,Dalbert Henrique,Cagliari,it ITA,0.0,0.06,409
2734,Martín Cáceres,Cagliari,it ITA,0.21,0.09,435
2735,Leonardo Pavoletti,Cagliari,it ITA,0.0,0.05,451
2736,Sebastian Walukiewicz,Cagliari,it ITA,0.0,0.01,278
2737,Raoul Bellanova,Cagliari,it ITA,0.29,0.17,315
2738,Alberto Grassi,Cagliari,it ITA,0.0,0.04,219
2739,Boris Radunović,Cagliari,it ITA,0.0,0.0,90
2740,Gastón Pereiro,Cagliari,it ITA,0.0,0.14,124
2741,Diego Farias,Cagliari,it ITA,0.0,0.0,66
2742,Adam Obert,Cagliari,it ITA,0.0,0.0,20
2743,Christian Oliva,Cagliari,it ITA,0.0,0.0,12
2744,Giovanni Simeone,Cagliari,it ITA,0.0,0.0,7
2745,Damir Ceter,Cagliari,it ITA,0.0,0.0,6
2746,Giorgio Altare,Cagliari,it ITA,0.0,0.0,4
2747,Simone Aresti,Cagliari,it ITA,0.0,0.0,0
